@relation 'academic-weka.filters.unsupervised.attribute.Remove-R1-15,21-24,27-30,33-36-weka.filters.supervised.instance.SMOTE-C0-K5-P277.0-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P200.0-S2-weka.filters.supervised.instance.SMOTE-C0-K5-P140.0-S3-weka.filters.supervised.instance.SMOTE-C0-K5-P300.0-S3-weka.filters.supervised.instance.SMOTE-C0-K5-P175.0-S3-weka.filters.supervised.instance.SMOTE-C0-K5-P120.0-S4'

@attribute debtor numeric
@attribute tuitionfeesuptodate numeric
@attribute gender numeric
@attribute scholarshipholder numeric
@attribute ageatenrollment numeric
@attribute curricularunits1stsem(approved) numeric
@attribute curricularunits1stsem(grade) numeric
@attribute curricularunits2ndsem(approved) numeric
@attribute curricularunits2ndsem(grade) numeric
@attribute target {Dropout,Enrolled,Graduate}

@data
0,1,0,0.480407,20,5.004638,11.856648,6,11.847504,Enrolled
0,1,0,0,19.974086,5.009836,11.761511,6,11.753713,Enrolled
0,1,0,0,21,5,12.442051,3.09302,11.787372,Enrolled
0,1,0,0,21,5,12.622024,3,12.311711,Enrolled
0,1,0,0,21,5,12.773561,3,12.284599,Enrolled
0,1,0,0,21,5,12.633169,2.597168,12.627441,Enrolled
0,1,0,0,21,5,12.572809,3,12.482172,Enrolled
0,1,0,0,21,5,12.613223,3,12.227286,Enrolled
0,1,0,0,21,5,12.640573,2.829841,12.615547,Enrolled
0,1,0,0,21,5,12.717671,2.678122,12.628473,Enrolled
0,1,0,0,21,5,12.695421,2.671901,12.628615,Enrolled
0,1,0,0,20,6,12.156164,5.136643,11.700423,Enrolled
0,1,0,0,20,6,12.558066,4.898896,11.683966,Enrolled
0,1,0,0,20,6,12.529004,4.850117,11.726425,Enrolled
0,1,0,0,20,6,12.163397,5.010981,11.712436,Enrolled
0,1,0,0,20,6,12.138653,5.047094,11.657139,Enrolled
0,1,0,0,20,6,12.509109,5.070936,11.674713,Enrolled
0,1,0,0,19.010886,6,12.437975,6.205088,11.599284,Enrolled
0,1,0,0,19.098557,6,12.473737,6.765828,11.483629,Enrolled
0,1,0,0,19.025115,6,12.456396,6.257408,11.613645,Enrolled
0,0.95007,0,1,19.452845,7,13.860678,7,13.985811,Enrolled
0,0.761369,0,0.101673,19.99716,7,13.714255,7,13.87592,Enrolled
0,0.911041,0,1,19.789397,7,13.846552,7,14.057265,Enrolled
0,0.836088,0,0.02184,19.751454,7,13.879926,7,13.998346,Enrolled
0,0.455019,0,0.214246,20,6.827548,13.673195,6.962168,13.567549,Enrolled
0,0.515469,0,0.216138,20,6.871062,13.441241,6.943387,13.624189,Enrolled
0,0.630097,0.011673,0.06235,20,6.428002,13.303508,6.366977,13.036018,Enrolled
0,0.557557,0,0.218954,20,6.985245,13.493226,6.727414,13.432891,Enrolled
0,0.760809,0.013453,0.120844,20,6.549248,13.360823,6.052182,13.04552,Enrolled
0,1,0,0.756026,20,5.792957,14.472364,6,13.497864,Enrolled
0,1,0,0.01424,20,5.831044,14.568141,6,13.257537,Enrolled
0,1,0,0.979288,20,5.241329,14.466953,6,13.383304,Enrolled
0,1,0,0,20,6,13.5795,6,13.095418,Enrolled
0,1,0.024301,0,20,6,13.311669,6,13.107289,Enrolled
0,1,0,0,20,6,13.673325,6,13.245203,Enrolled
0.418736,1,0,0,21,5,12.593673,2.974516,11.70176,Enrolled
0.251895,1,0,0,20.418588,4.996865,12.622605,2.944636,11.617575,Enrolled
0.258472,1,0,0,21,5,12.571206,2.942619,11.738835,Enrolled
0.016829,1,0,0,21,4.370674,12.617456,2,12.804113,Enrolled
0.387174,1,0,0,21,4.424467,12.871772,2,12.629021,Enrolled
0.311612,1,0,0,21,4.1069,12.473137,2,12.582097,Enrolled
0.466567,1,0,0,21,4.426017,12.832691,2,12.553245,Enrolled
0.35011,1,0,0,21,4.425381,12.908556,2,12.721594,Enrolled
0.95655,1,0,0,21,4.716124,13.18359,2,12.636096,Enrolled
0,1,1,0,18,4,11.814158,2,10.713503,Enrolled
0,1,0.92821,0,18,4.21518,11.753412,2,10.962449,Enrolled
0,1,1,0,18,4,11.82242,2,10.841409,Enrolled
0,1,1,0,18,4,11.730222,2,10.669435,Enrolled
0,1,1,0,18,4,11.893396,2,10.547647,Enrolled
0,1,0.8966,0,18,4.122892,11.900212,2,10.72229,Enrolled
0,1,0.924752,0,22.399036,4.717698,12.414832,2.120853,13.520796,Enrolled
0,1,0.778066,0,22.194448,4.356133,12.459477,2.931814,13.627163,Enrolled
0,1,0.264787,0,22.172095,4.238501,12.338032,2.48106,13.605939,Enrolled
0.286434,1,1,0,22.900915,5.636476,12.415581,2,13.641192,Enrolled
0.517707,1,1,0,22.779997,5.252374,12.487917,2,13.530534,Enrolled
0.342642,1,1,0,22.860378,5.744126,12.328868,2,13.680302,Enrolled
0,1,0.299608,0,22.049216,4.306596,12.391614,2.731366,13.565866,Enrolled
0,1,0.329276,0,22.008002,4.366064,12.362183,2.691926,13.588338,Enrolled
0,1,0.671146,0,22.042053,4.104755,12.354218,2.725545,13.551494,Enrolled
0,0.142022,0.473,0,21.802669,4,12.061178,3.787259,13.792834,Enrolled
0,0.077002,0.482216,0,21.940699,4,11.629257,3.332819,13.910588,Enrolled
0,0.516543,0.012819,0,21.513106,3.993076,11.519493,3.122643,13.600953,Enrolled
0.144337,0.439973,0.806532,0,21.038181,4.666832,11.707151,4,13.406187,Enrolled
0,0.738026,0.076203,0,21.073433,4.864075,11.659594,4,13.37701,Enrolled
0,0.7861,0.856973,0,21.121833,4.945815,11.661118,4,13.312586,Enrolled
0,0.186477,0.008773,0,22,4,12.2157,3.706569,13.917023,Enrolled
0,0.040739,0.883017,0,22,4,11.634854,3.949946,13.999974,Enrolled
0,0.636434,0.218133,0,22,4,12.248446,3.349174,13.815707,Enrolled
0,1,0,0,18,4.02131,14.213637,5.037438,12.605478,Enrolled
0,1,0,0,18.020104,4.026165,14.017358,5.085879,12.591981,Enrolled
0,1,0.586466,0,18,4.507932,14.172094,5.046729,12.647305,Enrolled
0,1,0.421421,0,18,4.289375,14.137915,5.086611,12.646999,Enrolled
0,1,0.057546,0,18,4.234714,14.138976,5,12.67374,Enrolled
0,1,0.983241,0,18,4.964709,13.67286,5,12.497716,Enrolled
0,1,0,0,18,4.001511,14.09217,5.158045,12.666225,Enrolled
0,1,0.361594,0,18,4.36118,14.126655,5.218699,12.635068,Enrolled
0,1,0,0,18,4.120684,14.09751,5.44661,12.62661,Enrolled
0,1,0,0,22,4.478139,12.518726,4.978549,11.534142,Enrolled
0,1,0,0,22,4.833527,12.439143,4.837227,11.324914,Enrolled
0,1,0,0,22,4.770396,12.563089,4.833748,11.277488,Enrolled
0,1,0,0,22,4.935334,12.4891,3.90515,11.277932,Enrolled
0,1,0,0,22,4.926826,12.577373,3.849767,11.266253,Enrolled
0,1,0,0,22,4.828911,12.535419,3.843684,11.282621,Enrolled
0.212711,1,0,0,22,4.999958,12.590642,3.967753,11.278115,Enrolled
0,1,0,0,22,4.989949,12.505827,4.460592,11.318909,Enrolled
0,1,0,0,22,4.77239,12.523956,3.953048,11.279964,Enrolled
0.000226,0.432249,1,0,18,0,0,0,0,Enrolled
0.001675,0.800553,1,0,18,0,0,0,0,Enrolled
0.450393,0.387275,1,0,18,0,0,0,0,Enrolled
0.587131,0.485246,1,0,18,0,0,0,0,Enrolled
0.463249,0.423106,1,0,18,0,0,0,0,Enrolled
0.433375,0.758621,1,0,18,0,0,0,0,Enrolled
0.229474,0.975405,1,0,18,0,0,0,0,Enrolled
0.427095,0.818513,1,0,18,0,0,0,0,Enrolled
0.595356,0.873865,1,0,18,0,0,0,0,Enrolled
0,1,0.216063,0.212382,21,5,11.45901,5.037332,12.12071,Enrolled
0,1,0.864987,0.724354,21,5,11.204271,5.579749,11.780019,Enrolled
0,1,0.405674,0.823662,21,5,11.280322,5.432692,11.762941,Enrolled
0,1,0.41938,0.752051,21,5,11.565637,5.724438,11.8008,Enrolled
0,1,0.358114,0.799378,21,5,11.434603,5.791195,11.723676,Enrolled
0,1,0.551849,0.998352,21.051637,5.056043,11.612831,5.99496,12.133033,Enrolled
0,1,0,0,20.009329,6,11.536312,4.916456,11.402076,Enrolled
0,1,0,0,20.441616,6,11.763265,4.903431,11.5173,Enrolled
0,1,0,0,20.44548,6,11.596008,4.963132,11.448984,Enrolled
0,1,0,0,20.672888,5.991672,11.373386,4.180186,11.294819,Enrolled
0,1,0,0,20.983201,5.990003,10.954681,4,10.979285,Enrolled
0,1,0,0,20.958109,5.993575,10.979972,4,10.96275,Enrolled
0,1,0,0,20.44172,6,11.561542,4.994587,11.625027,Enrolled
0,1,0,0,20.592498,6,11.472629,4.877077,11.360393,Enrolled
0,1,0,0,20.596267,6,11.490449,4.878837,11.380242,Enrolled
0,1,0,0,20,3.933183,11.73125,2.034563,10.523145,Enrolled
0,1,0,0,20.18323,3.903209,11.656732,2.026163,10.431229,Enrolled
0,1,0,0,20,4,11.749793,2.005243,10.419855,Enrolled
0,1,0,0,19.950992,4,11.169804,3,10.054991,Enrolled
0,1,0,0,19.637291,4,11.01362,3,10.435506,Enrolled
0,1,0,0,19.784663,3.997161,11.020252,3,10.431301,Enrolled
0,1,0.040276,0.884061,20,4,11.544762,3,10.942026,Enrolled
0,1,0,0.608683,20,4,11.315659,3,10.483356,Enrolled
0,1,0.025429,0.941725,20,3.654288,11.636189,3,10.608406,Enrolled
0,1,0,0,35.029923,2.942925,11.784502,3,11.333333,Enrolled
0,1,0,0,35.627818,2.987276,10.820981,3.00944,11.591774,Enrolled
0,1,0,0,35.056343,2.97287,10.908918,3,11.333333,Enrolled
0,1,0,0,35.620494,2.859154,11.030302,3,11.333333,Enrolled
0,1,0,0,35.308119,2.857848,11.580942,3,11.333333,Enrolled
0,1,0,0,35.87731,2.916454,11.204901,3.58699,11.502554,Enrolled
0,1,0,0,35.368707,2.133085,10.41827,3,11.333333,Enrolled
0,1,0,0,36.426881,2.021705,10.085005,3,11.333333,Enrolled
0,1,0,0,35.860083,2.821144,10.433814,3,11.333333,Enrolled
0.542182,1,0,0.511083,37.948114,5.44177,11.397427,5.008268,11.466491,Enrolled
0.335224,1,0,0.537589,37.858785,5.240322,12.003805,5.004558,11.664385,Enrolled
0.096382,1,0,0.808802,37.985608,5.586883,11.123804,5.001463,11.485975,Enrolled
0.513787,1,0,0,37.760942,5.803966,12.442124,5.09307,12.983262,Enrolled
0.078968,1,0,0.35951,37.858566,5.033005,12.404002,5.02498,12.877914,Enrolled
0.194697,1,0,0.263542,37.841833,5.048329,12.352484,5.035066,12.905518,Enrolled
0.85074,1,0,0.02361,38.037449,6.052656,11.675382,5.567892,11.834367,Enrolled
0.910479,1,0,0,37.928647,6.096379,12.433864,5.462217,12.852261,Enrolled
0.98141,1,0,0,37.745685,6.864232,11.410913,5.765301,12.164599,Enrolled
0.886307,1,0.652531,0,27.984298,0,0,0,0,Enrolled
0.990446,0.867976,0.690221,0,27.514135,0,0,0,0,Enrolled
0.355569,1,0.851372,0,28.069451,0,0,0,0,Enrolled
0.654844,1,0.89324,0.011328,26.011028,0,0,0,0,Enrolled
0.937953,1,0.951173,0,25.940484,0,0,0,0,Enrolled
1,1,0.822,0,26.047948,0,0,0,0,Enrolled
0,1,0,0,18.060405,1.058871,11.901324,2.16062,11.052127,Enrolled
0,1,0,0,18,1,11.977023,2,11.056837,Enrolled
0,1,0,0,18.600846,1,11.930875,2,10.902338,Enrolled
0,1,0,0,18,1.09348,11.598293,2.195009,12.357372,Enrolled
0,1,0,0,18,1.711159,10.928335,2.451684,12.280406,Enrolled
0,1,0,0,18,1.949411,10.880713,2.378739,12.418622,Enrolled
0,1,0,0,18,1.72294,10.848645,2.334085,12.404486,Enrolled
0,1,0,0,18,1.705268,10.872512,2.383823,12.399602,Enrolled
0,1,0,0,18,1.99994,10.981635,2.753231,12.210917,Enrolled
0,1,0.437834,0,33.602476,7,11.577579,6.478676,11.927387,Enrolled
0,1,0.905085,0,34,7,11.556554,7,11.805866,Enrolled
0,1,0.245384,0,33.719978,7,11.925014,7,11.85367,Enrolled
0,1,0.526769,0,33.049402,7,11.552703,6.407167,12.06256,Enrolled
0,1,0.723118,0,33.285598,7,11.513096,6.395591,12.087576,Enrolled
0,1,0.766376,0,33.528802,7,11.4774,6.328258,12.106738,Enrolled
0,1,0.685313,0,32.743526,7,11.517572,6.142215,12.088948,Enrolled
0,1,0.835531,0,32.781438,7,11.467788,6.109349,12.069713,Enrolled
0,1,0.548196,0,32.847316,7,11.464783,6.251533,12.143871,Enrolled
0,1,0.540259,0,31.190587,6.328778,12.336023,6.342431,12.853766,Enrolled
0,1,0.46515,0,31.017991,6.114435,12.077896,6.53611,12.902349,Enrolled
0,1,0.037672,0,31.05611,5.202231,11.996628,6.944907,12.829797,Enrolled
0,1,0,0,31,5.099838,12.472471,6.831563,12.466351,Enrolled
0,1,0,0,31,5.918459,12.07014,6.882655,12.802798,Enrolled
0,1,0,0,31.6195,5.082868,12.088233,7,12.865658,Enrolled
0,1,0,0,31.470368,5.149824,12.189397,7,13.182033,Enrolled
0,1,0.086049,0,31.584577,5.376996,12.181886,6.904409,12.87621,Enrolled
0,1,0,0,31.23063,5.072776,12.241754,6.803022,13.119516,Enrolled
0,1,0,0,18.183715,6,12.089222,4,12.461452,Enrolled
0,1,0,0,18.336463,6,12.148745,4,12.288686,Enrolled
0,1,0,0,18.584235,6,12.071525,4,12.689969,Enrolled
0,1,0,0,18,6,12.173481,3.990041,12.122215,Enrolled
0,1,0,0,18,6,12.089514,4,12.401697,Enrolled
0,1,0,0,18,6,12.154372,4,12.737829,Enrolled
0,1,0,0,18,5.84453,12.510446,4,12.747037,Enrolled
0,1,0,0,18,5.95409,12.565161,4,12.745723,Enrolled
0,1,0,0,18,5.848504,12.653306,4,12.718094,Enrolled
0,1,0.90581,0,30.474369,0,0,0,0,Enrolled
0,1,0.587751,0,30.083624,0,0,0,0,Enrolled
0,1,0.688679,0,30.703349,0,0,0,0,Enrolled
0.935963,1,0,0.910275,30.144528,0,0,0,0,Enrolled
0.10081,1,0.174673,0.434483,29.951694,0,0,0,0,Enrolled
0.122091,1,0.122616,0.311633,30.028754,0,0,0,0,Enrolled
0,0.772042,1,0,18,2.83529,11.493538,2,13.106242,Enrolled
0,0.724055,0.706177,0,18,2.849633,11.449073,2.03427,13.457175,Enrolled
0,0.691672,1,0,18.084113,2.809644,11.330102,2,13.633655,Enrolled
0,1,0.210459,0,18,2,11.234442,2.805608,12.172758,Enrolled
0,1,0.229695,0,18,2,11.350704,2.763801,12.120228,Enrolled
0,1,0.560366,0,18,2,11.138927,2.912964,12.26362,Enrolled
0,1,0.402199,0,23.127063,3,11.232198,2,10.693116,Enrolled
0,1,0.853412,0,23.929974,2.999922,10.800248,1.903202,10.708298,Enrolled
0,1,0.871948,0,23.867141,2.99661,11.049328,1.813695,10.7168,Enrolled
0,1,0.075702,0,23.97539,2.041241,10.534755,1.011908,10.832528,Enrolled
0.119218,1,0.390445,0,24,1.997134,10.520004,1.904939,10.713951,Enrolled
0,1,0.144771,0,24,2.041898,10.519796,1.470318,10.939713,Enrolled
0,1,0.493787,0,24.268188,3,10.666667,2.598229,11.226475,Enrolled
0,1,0.318837,0,24.489547,3,10.666667,2.539941,10.916594,Enrolled
0,1,0.33593,0,24.140873,3.494638,10.939881,2.80413,10.847531,Enrolled
0.071739,0.561778,1,0,18,3.966296,11.70284,2.316727,10.354222,Enrolled
0.422409,0.791122,1,0,18,3.992794,11.719621,2.21045,10.35111,Enrolled
0.97968,0.31549,1,0,18,3.485971,11.958038,2.641653,10.333333,Enrolled
0.850453,0.184759,0.975627,0,18,3,12,3.603186,10.282521,Enrolled
0.052229,0.834433,0.919535,0,18.059716,3,11.923214,3.760605,10.300516,Enrolled
0.29653,0.749012,0.847335,0,18.089418,3,11.981086,3.812224,10.271417,Enrolled
0,1,0.985718,0.390796,40.246485,3.806633,11.076126,4.162279,12.176175,Enrolled
0,1,0.888626,0.881929,40.704416,3.993242,11.001307,4.506703,11.610815,Enrolled
0,1,0.993151,0.531811,40.246309,3.908308,11.09173,4.306279,11.947271,Enrolled
0,1,0.300618,0.279738,41,4,12.156534,5.987146,12.436546,Enrolled
0,1,0.635791,0.143081,41,4,12.158897,5.968788,12.34093,Enrolled
0,1,0.015716,0.010174,40.872122,4,12.064957,5.915928,12.310961,Enrolled
0,1,0.032976,0.406566,40.273633,4,11.205254,5,11.947769,Enrolled
0,1,0.929081,0.870595,40.786889,4,11.004596,5,11.414302,Enrolled
0,1,0.509682,0.177145,40.180709,4,11.081953,5,11.639768,Enrolled
0,1,0.303754,0,33.85581,4.094592,11.229539,4.060571,10.831697,Enrolled
0,1,0.768489,0,34,4,11.010984,4,10.752197,Enrolled
0,1,0.295912,0,34,4,11.117434,4,10.783907,Enrolled
0,1,0.601322,0,34,4,11.27812,4,10.785577,Enrolled
0,1,0.928493,0,34,4,11.679502,4,10.827529,Enrolled
0,1,0.068533,0,33.949026,4.006912,11.494159,4.150682,11.089895,Enrolled
0,1,0,0.624224,20,5.670374,14.591548,6,13.425121,Enrolled
0,1,0,0.536523,20,5.700351,14.526097,6,13.395707,Enrolled
0,1,0,0.375776,20,5.809538,14.635401,6,13.336112,Enrolled
0,1,0,0.788513,20,5.825313,14.471661,6,13.398297,Enrolled
0,1,0.19234,0.869375,20,5.892811,14.153378,6,13.701656,Enrolled
0,1,0.23291,0.802748,20,5.957514,14.434692,6,13.885873,Enrolled
0,1,0,0.726229,20,5.822192,14.542941,6,13.339988,Enrolled
0,1,0,0.794711,20,5.81271,14.4832,6,13.502934,Enrolled
0,1,0,0.830941,20,5.818529,14.573921,6,13.357058,Enrolled
0,1,0,0,21.829123,4.771081,12.632395,2.655023,11.528364,Enrolled
0,1,0,0,21.970862,4.961875,12.698383,2.649799,11.578179,Enrolled
0,1,0.162543,0,21.850415,4.922275,12.749174,2.634553,11.535824,Enrolled
0,1,0.235434,0,22,4.668936,12.572665,2.411794,11.409661,Enrolled
0,1,0,0,22,4.483839,12.584448,2.645609,11.40327,Enrolled
0,1,0.086339,0,22,4.573047,12.515241,2.366337,11.408944,Enrolled
0,1,0,0,22,4.479306,12.631911,2.635525,11.413912,Enrolled
0,1,0,0,22,4.496327,12.512581,2.637645,11.410533,Enrolled
0,1,0.055242,0,22,4.74275,12.69499,2.237329,11.403161,Enrolled
0,1,0,1,18,4.836197,11.770788,4,11.107477,Enrolled
0,1,0,0.728503,18,4.257628,11.74141,4,10.759124,Enrolled
0,1,0,1,18,4.483374,11.644078,4,11.146131,Enrolled
0,1,0,0.727197,18,3.918654,11.86899,4,10.736034,Enrolled
0,1,0,0.506148,18,4,11.872952,4,10.75,Enrolled
0,1,0,0.32193,18,4,11.801493,4.023098,10.811901,Enrolled
0,1,0,0.149391,18,3.031126,12,4,10.433911,Enrolled
0,1,0,0.953395,18,3.05373,12,4,10.653987,Enrolled
0,1,0,0.925579,18,3.510692,12,4,10.627518,Enrolled
0,1,0,0.593581,18.093403,6,14.415489,6,14.0348,Enrolled
0,1,0,0.559201,18.04427,6,14.455395,6,14.020195,Enrolled
0,1,0,0.53145,18.072893,6,14.458998,6,14.108381,Enrolled
0,1,0,0.465035,18.365934,6,14.562452,6,14.123074,Enrolled
0,1,0,0.148237,18.238535,6,14.661805,6,13.989483,Enrolled
0,1,0,0.442636,18.159562,6,14.569506,6,14,Enrolled
0,1,0,0.140081,18,6,14.159361,6,13.467497,Enrolled
0,1,0,0.136966,18,6,14.240389,6,13.471775,Enrolled
0,1,0,0.132422,18,6,14.265182,6,13.491018,Enrolled
0,1,0,0,18.093966,5,12.333333,5,10.674978,Enrolled
0,1,0,0,18.100893,5,12.46475,5,10.765605,Enrolled
0,1,0,0,18.126797,5,12.248801,5,10.655509,Enrolled
0,0.722828,0,0,18,5,12.411169,4.022578,10.879061,Enrolled
0,1,0,0,18,5,12.511971,4.212056,10.64645,Enrolled
0,1,0,0,18,5,12.542654,4.167012,10.845567,Enrolled
0,1,0,0,18.683893,5,12.313944,5,10.789799,Enrolled
0,1,0,0,18.374201,5,12.282492,5,10.694574,Enrolled
0,1,0,0,18.381447,5,12.333333,5,10.750467,Enrolled
0.987384,1,0,0,18,5,13.311407,4,11.706249,Enrolled
0.160537,1,0,0,18,5,13.245344,4,11.467183,Enrolled
0.658607,1,0,0,18,5,13.442742,4,11.703212,Enrolled
0.341091,1,0,0,18,5,13.192965,4,11.370626,Enrolled
0.03101,1,0,0,18,5,12.669466,4,11.215737,Enrolled
0.392142,1,0,0,18,5,13.176213,4,11.396922,Enrolled
0,1,0,0,19,4.529998,12.493214,5,12.431372,Enrolled
0,1,0,0,19,4.505164,12.55696,5,12.431869,Enrolled
0,1,0,0,19,4.403031,12.499091,5,12.465958,Enrolled
0,1,0,0,19,4,12.474377,5,12.353776,Enrolled
0,1,0,0,19,4,12.467411,5,11.873596,Enrolled
0,1,0,0,19,4,12.320996,4.977176,12.161993,Enrolled
0,1,0,0,19,4,12.451322,5,11.752907,Enrolled
0,1,0,0,19,4,12.456683,5,11.780993,Enrolled
0,1,0,0,19,4,12.456461,5,11.804794,Enrolled
0,1,0,0,21,5,12.081626,4,12.756263,Enrolled
0,1,0,0,21,5,11.875345,4,12.663039,Enrolled
0,1,0,0,21,5,12.118229,4,12.658774,Enrolled
0,1,0,0,21,5,12.144209,4.060593,12.588535,Enrolled
0,1,0,0,21,5,12.134769,4.038972,12.573777,Enrolled
0,1,0,0,21,5,12.084446,4.332289,12.338871,Enrolled
0,1,0,0,21,5,12.006254,4.095836,12.201647,Enrolled
0,1,0,0,21,5,11.952688,4.000507,12.447592,Enrolled
0,1,0,0,21,5,11.997049,4.014004,12.540835,Enrolled
0,1,0,0,18,5.872756,11.569461,6,12.648258,Enrolled
0,1,0,0,18,5.980064,11.580547,6,13.369455,Enrolled
0,1,0,0,18,5.929015,11.648236,6,13.110935,Enrolled
0,1,0,0,18,5,11.922129,6,12.800119,Enrolled
0,1,0,0,18,5,11.744813,6,12.678903,Enrolled
0,1,0,0,18,5.092451,10.943355,6,13.231664,Enrolled
0,1,0,0,18,5.215393,10.938735,6,12.905688,Enrolled
0,1,0,0,18,5.07472,10.913218,6,13.071175,Enrolled
0,1,0,0,18,5.042609,11.177597,6,13.204694,Enrolled
0,1,0,0,18,0,0,0,0,Enrolled
0,1,0,0,18,0,0,0,0,Enrolled
0,1,0,0,18,0,0,0,0,Enrolled
0,1,0,0,18,0,0,0,0,Enrolled
0,1,0,0,18,0,0,0,0,Enrolled
0,1,0,0,18,0,0,0,0,Enrolled
0,1,0,0,18,0,0,0,0,Enrolled
0,1,0,0,18,0,0,0,0,Enrolled
0,1,0,0,18,0,0,0,0,Enrolled
0,1,0,0.602023,18,3.592373,11.913426,4,10.728375,Enrolled
0,1,0,0.826947,18,3.61339,11.899899,4,10.745414,Enrolled
0,1,0,0.536514,18,3.930633,11.983809,4,10.742826,Enrolled
0,1,0.735344,0,18.890017,3,11.696371,4,10.264494,Enrolled
0,1,0.890461,0,18.996922,3.295045,12.122608,4,10.347671,Enrolled
0,1,0.88941,0,18.71182,3.092705,12.071782,4,10.382642,Enrolled
0,1,0.675244,0.550384,21,5.659464,11.192361,6.251753,10.841688,Enrolled
0,1,0.593691,0.68044,21,5.737254,11.194546,6.234083,10.872048,Enrolled
0,1,0.298202,0.587933,21,5.742075,11.195114,6.4386,10.824782,Enrolled
0,1,0.494597,0.494514,21,5.747334,11.192446,6.345634,10.81442,Enrolled
0,1,0.542119,0.646052,21,5.048218,11.668077,6.146621,11.499566,Enrolled
0,1,0.839292,0.442855,21,5.388187,11.196586,6.112332,11.350998,Enrolled
0,1,0.205637,0.511745,21,5.844554,11.189391,6.544675,10.615903,Enrolled
0,1,0.153575,0.362259,21,5.836083,11.194448,6.562326,10.70235,Enrolled
0,1,0.009687,0.886633,20.864723,5.730057,11.202291,6.343092,11.062535,Enrolled
0,1,0,1,19.480689,5,12.836009,6,12.427492,Enrolled
0,1,0,0.658759,19.983436,5,12.840591,6,12.483927,Enrolled
0,1,0,0.864355,19.70384,5,12.725715,6,12.488357,Enrolled
0,1,0,1,19.388533,5,13.129292,6,12.403221,Enrolled
0,1,0,0.964334,19.105371,5,13.142609,6,12.517506,Enrolled
0,1,0,1,19.487983,5,12.91888,6,12.431144,Enrolled
0,1,0.881246,0,24.118684,2.999192,10.656283,2.127359,11.033451,Enrolled
0,1,0.595929,0,24.265673,3,10.666667,2.576,10.874231,Enrolled
0,1,0.59586,0,24.255524,3,10.666667,2.426857,11.249627,Enrolled
0,1,0.831273,0,24.601368,3,10.666667,2.317438,11.255807,Enrolled
0,1,0.165555,0.072693,24.93861,3,11.035696,2.116731,11.279381,Enrolled
0,1,0.226334,0.108127,24.910157,3,11.247837,2.115754,11.298172,Enrolled
0,1,0.224918,0.008513,24.943577,3,10.672259,2.145515,11.240724,Enrolled
0,1,0.043552,0.146507,24.9672,3,10.682581,2.249004,11.280668,Enrolled
0,1,0,0.05587,25,3,10.702555,2.865813,11.324952,Enrolled
0,1,0.96016,0,25,6.298842,11.320845,4.177836,11.794959,Enrolled
0,1,0.998143,0,25,6.496939,11.351772,4.015105,11.772485,Enrolled
0.056412,1,0.675312,0,25,6.683793,11.543531,4.275183,11.757973,Enrolled
0,1,0,0.478285,24.743417,6.346847,11.468811,5,12.299151,Enrolled
0,1,0,0.323465,24.807592,6.296622,11.735091,5,12.212356,Enrolled
0,1,0.021032,0.074956,25,6.415206,12.048485,5,12.099882,Enrolled
0.064683,1,0.749423,0,25,6.719956,11.540825,4.313864,11.759446,Enrolled
0.152806,1,0.559146,0,25,6.224744,11.426526,4.040746,11.761969,Enrolled
0.311348,1,0.487527,0,25,6.718349,11.389209,4.172082,11.743151,Enrolled
0,1,0.948871,0,23.115867,4,14.818123,5,13.900598,Enrolled
0,1,0.930741,0,23.2501,3.798364,15.117269,4.707376,13.94236,Enrolled
0,1,0.984287,0,23.205935,4,15.472733,5,13.943703,Enrolled
0,1,0.467743,0,23.987192,4,15.600502,5,16.37175,Enrolled
0,1,0.768132,0,23.548067,4,15.344837,5,15.382505,Enrolled
0,1,0.722001,0,23.707862,4,15.544049,5,14.141653,Enrolled
0,1,0,0,26.344739,5.152565,15.015199,5,14.029192,Enrolled
0,0.897052,0,0,26.338024,5.349451,15.38739,5,14.36309,Enrolled
0,1,0,0,26.690921,4.818009,15.536491,5,14.038826,Enrolled
0,1,0,0,19,3.993265,10.711204,3,10.46253,Enrolled
0,1,0,0,19.600912,3.993782,10.78257,3,10.381711,Enrolled
0,1,0,0,19,3.895603,10.822988,3,10.594482,Enrolled
0,1,0,0,19.16115,4,11.005307,3,10.574622,Enrolled
0,1,0,0,19.854281,4,11.217078,3,10.067922,Enrolled
0,1,0,0.285515,19.907368,4,11.105329,3,10.480736,Enrolled
0,1,0,1,19,5,12.222697,3.954449,11.351455,Enrolled
0,1,0,1,18.423992,5,12.160672,3.927544,11.312298,Enrolled
0,1,0,1,18.95277,5,12.063007,3.956112,11.372587,Enrolled
0,1,0.047779,1,19,5,11.955022,3.050969,11.557624,Enrolled
0,1,0.04524,1,19,5,12.310538,3,11.45187,Enrolled
0,1,0.240529,1,19,5,12.012896,3,11.187963,Enrolled
0,1,0,0.531951,19,4.956485,12.372767,3,11,Enrolled
0,1,0,0.544135,19.079473,4.325531,12.266557,3,11,Enrolled
0,1,0,0.533683,19,4.758262,12.378932,3,11,Enrolled
0,1,0,0.025762,20.158464,3,11.827626,4.567514,12.540241,Enrolled
0,1,0,0.353541,20,3,11.816451,4.309144,12.60873,Enrolled
0,1,0,0.14163,20,3,11.893023,4.358673,12.61145,Enrolled
0,1,0,0.082176,20,3,11.493855,4.954606,12.610967,Enrolled
